"title","channel","url","type","linked_to","transcription","likes","comments","views","published_at"
"A ESCALA 6X1 TEM QUE ACABAR?","Renato IMPERA","https://www.youtube.com/watch?v=52ikl8oKJQ4","Principal","Se o fim da escala 6x1 for aprovado a bolsa acaba? É o fim? // REFUTANDO QUEM É CONTRA O FIM DA ESCALA 6X1 | FÁCIL DEMAIS // URGENTE: A Escala 6x1 vai acabar? // JAMAIS TRABALHE NA ESCALA 6x1 // Humanizei a Escala 6x1 #shorts // DEPUTADOS QUE TRABALHAM 3X POR SEMANA ESTÃO CONTRA O FIM DA ESCALA 6x1 // Se o fim da ESCALA 6x1 for aprovado a BOLSA acaba? É o fim? // PEC do fim da escala 6x1 é uma farsa // ESCALA 6x1: Será o fim desse modelo de trabalho? // Escala 6x1: eu sou contra! // Escala 6x1: A Escravidão dos Tempos Modernos! // ESCALA 6X1: A VERDADE QUE NINGÉM TE CONTA // FIM DA ESCALA 6x1: por que esse tipo de trabalho tem que acabar? // tem como fazer a ESCALA 6X1 ser MENOS PIOR? // Como SAIR da ESCALA 6X1 para sempre // 5 RISCOS da ESCALA 6x1 | DANDO O FURO // CEROL DAR SUA OPINIÃO SOBRE A ESCALA 6X1 // ZEUS REAGE: A ESCALA 6X1 VAI ACABAR COM A BOLSA // A escala 6x1 vai continuar e não haverá mudanças // 3 trabalhos para fugir da escala 6x1 #trabalho#work#escala#6x1 // A Escala 6x1 não é sua Verdadeira Inimiga // VOCÊ É CONTRA A ESCALA 6x1? 🤔 #shorts #short #escala6x1 #escala6x1não #6x1 #clt  #trabalho #viral // Estou revoltado! com essa escala 6x1 (O início de tudo) // É o fim da escala 6x1? // Escala 6x1 tem que acabar, os piores argumentos. // Escala 6x1 voce concorda? #6x1 #escala5x2 #clt #trabalho // Fim da escala 6x1! Trabalhadores unidos! // Escala 6x1 - Parte 1  #humor #cenas #comedia #6x1 #escala6x1 // Escala 6x1 // Fim da escala 6x1 #escala6x1 // Cerol fala sobre a Escala 6x1 Deve ou não deve acabar ? #cerol #escala #6x1 #clt // ","transcriptions.txt","2949","535","28535","2024-09-24"
"escala 6x1","Canal do Moscoso","https://www.youtube.com/watch?v=_fkdtHoYc_g","Principal","ESCALA 6X1 e fim do concurso de CARREIRA! Concurso CLT agora! // Afinal, o que é a Escala 6x1 ? #noticias #direitotrabalho #escala6x1 #6x1 #pec  #direitotrabalhador // ESCALA 6x1 #shorts // Escala 6x1 voce concorda? #6x1 #escala5x2 #clt #trabalho // ","transcriptions.txt","3229","359","16077","2024-11-13"
"PEC do fim da escala 6x1 atinge 194 assinaturas; veja quais deputados assinaram l O POVO NEWS","O POVO","https://www.youtube.com/watch?v=EcpArx7Kq90","Principal","A escala 6x1 vai acabar? Por que o assunto ganhou os holofotes // Mudança na ESCALA 6X1 foi APROVADA? Veja os próximos passos // Fim da escala 6x1: Proposta se aproxima de 150 assinaturas | O POVO NEWS // O DESABAFO DE UM TRABALHADOR ESCALA 6X1 // Fim da escala 6x1 // ","transcriptions.txt","645","403","37671","2024-11-13"
"ESCALA 6x1: Será o fim desse modelo de trabalho?","Pontotel","https://www.youtube.com/watch?v=vNYAhlBUkho","Principal","5 Provas que a Escala 6x1 é melhor que a 4x3 // FIM DA ESCALA 6X1: ENTENDA COMO FUNCIONA O MODELO ATUAL E O QUE PODE MUDAR! // REFUTANDO QUEM É CONTRA O FIM DA ESCALA 6X1 | FÁCIL DEMAIS // Como o fim da escala 6x1 pode impactar o mercado de trabalho // Igão DISCUTE sobre FIM DA ESCALA 6X1 com PSIQUIATRA // FIM DA ESCALA 6X1 (COM ESTUDOS) • Física e Afins // URGENTE: A Escala 6x1 vai acabar? // FIM DA ESCALA 6x1 | Analisando pontos importantes // Empresário: Como o fim da escala 6x1, negócios vão fechar | CNN 360° // ESCALA 6x1: A ROTINA QUE DESTRÓI MILHÕES de BRASILEIROS (Vídeo Irrefutável) // PEC do fim da escala 6x1: Manifestações de apoio devem acontecer em 6 capitais | O POVO NEWS // Fim da escala 6x1: Entenda como funciona o modelo atual e o que PEC pode mudar // Quer ARRUINAR a sua vida? Trabalhe na ESCALA 6X1 // COMO O FIM DA ESCALA 6X1 PODE IMPACTAR EMPRESAS E TRABALHADORES? #FN // Se o fim da ESCALA 6x1 for aprovado a BOLSA acaba? É o fim? // PEC do fim da escala 6x1 é uma farsa // A ESCALA 6X1 TEM QUE ACABAR? // Escala 6x1: A Escravidão dos Tempos Modernos! // Afinal, o que é a Escala 6x1 ? #noticias #direitotrabalho #escala6x1 #6x1 #pec  #direitotrabalhador // Escala 6x1 em Debate: Famosos como Leo Picon, Jade, Luana Piovani e Gil do Vigor opinam sobre a PEC // 5 RISCOS da ESCALA 6x1 | DANDO O FURO // O FIM DA ESCALA 6X1 É UMA UTOPIA NO BRASIL! // CEROL DAR SUA OPINIÃO SOBRE A ESCALA 6X1 // FIM DA ESCALA 6X1 // A escala 6x1 vai continuar e não haverá mudanças // 3 trabalhos para fugir da escala 6x1 #trabalho#work#escala#6x1 // TRABALHAR NA ESCALA 6X1 VAI ARRUINAR SUA VIDA? (1 DE 2) - REACT @mbcnate // É o fim da escala 6x1? // Fim da escala 6X1 // Escala 6x1 voce concorda? #6x1 #escala5x2 #clt #trabalho // Fim da escala 6x1! Trabalhadores unidos! // FIM da ESCALA 6x1. A VERDADE REVEL4DA! // Escala 6x1 vale a pena? #6x1 #escala6x1 // Fim da escala 6x1 #escala6x1 // #noticias #escala #6x1 #pec #constituicaofederal #fim // ","transcriptions.txt","68","15","5131","2024-06-26"
"UM DESABAFO da ESCALA 6X1","Edson Castro [Oficial]","https://www.youtube.com/watch?v=h1G333JGQTw","Principal","O DESABAFO DE UM TRABALHADOR ESCALA 6X1 // A TRAGÉDIA DO HOMEM CLT E O FIM DA ESCALA 6X1 // Trabalhe na escala 6x1 e morra de trabalhar (ganhando um salário mínimo) // ","transcriptions.txt","27397","4082","298912","2024-09-04"
"ESCALA 6x1","Zezão Shorts","https://www.youtube.com/watch?v=NEkUQSrhSOI","Principal","Escala 6x1: senador Cleitinho diz que é desumana: &#39;Isso não é questão de ideologia&#39; // Escala 6x1: Deputado do PL critica modelo e diz que debate &quot;não é questão de ideologia&quot; // Humanizei a Escala 6x1 #shorts // PÂNICO ANALISA NOVOS DETALHES SOBRE A POLÊMICA ESCALA 6X1 E DEBATE AO VIVO! // DEPUTADOS QUE TRABALHAM 3X POR SEMANA ESTÃO CONTRA O FIM DA ESCALA 6x1 // O DESABAFO DE UM TRABALHADOR ESCALA 6X1 // Essa escala 6x1 eu não aguento mais #shorts #drama // A Escala 6x1 não é sua Verdadeira Inimiga // Estou revoltado! com essa escala 6x1 (O início de tudo) // FIM DA ESCALA 6x1 // Escala 6x1 // ","transcriptions.txt","25756","69","208665","2024-11-19"
"NANDO MOURA CONTRA A ESCALA 6X1","Felipe Durante","https://www.youtube.com/watch?v=gSy3I86mS6c","Principal","6x1: entenda o projeto que pede o fim da escala 6x1 | Leonardo Sakamoto // ANALISANDO AS POLÊMICAS (E MEMES) SOBRE A ESCALA 6X1 | Diva Depressão // O Fim da Escala 6 X 1 // Se o fim da escala 6x1 for aprovado a bolsa acaba? É o fim? // O Fim da Escala 6x1 vai Quebrar a Economia do Brasil // Escala 6x1: senador Cleitinho diz que é desumana: &#39;Isso não é questão de ideologia&#39; // Fim da escala 6x1 é &#39;bastante prejudicial&#39; ao trabalhador, diz presidente do Banco Central // a TRUE por trás da escala 6x1 // FIM DA ESCALA DE TRABALHO 6x1: o que está sendo proposto? Como começou o movimento? ESTADÃO EXPLICA // &quot;Fim da escala 6x1 não pode ser em uma canetada, sem discussão com a sociedade&quot; | Sheila Magalhães // Fim da escala 6x1: você é a favor ou contra? 👷🏽⏰ #trabalho #profissão #dinheiro #negócios #shorts // A escala 6x1 vai acabar? Por que o assunto ganhou os holofotes // URGENTE: A Escala 6x1 vai acabar? // Escala 6x1: Luana Piovani defende PEC e critica os &#39;ricos de direita&#39;: &#39;Por que não têm compaixão?&#39; // Especialista em Direito do Trabalho explica consequências do fim da escala 6x1 // NEGARAM O FIM DA ESCALA 6X1!!? #clt #meme #memes #engraçado // Redução da jornada de trabalho: PEC que acaba com a escala 6X1 está em debate // ESSA É A VERDADE SOBRE O FIM DA ESCALA 6X1 // Escala 6x1: Redução de jornada é tendência, mas, por meio de lei, eleva informalidade, diz Landim // Escala 6x1: uma nova era de avaliação no trabalho ou risco à Justiça Trabalhista? // FIM DA ESCALA 6X1: Katia começa a trabalhar no Supermercado e já se mete em confusão: CLT // FUI NAS RUAS PELO FIM DA ESCALA 6X1 // A ESCALA 6X1 VAI ACABAR? // O FIM DA JORNADA 6x1... TUDO O QUE VOCÊ PRECISA SABER! // Fim da escala 6x1 | Parte 1 // PEC da escala 6x1: Deputada Erika Hilton explica proposta em entrevista exclusiva | SBT News // 🚨ALERTA: FIM DA ESCALA 6x1 COLOCARÁ EM XEQUE OS EMPREGOS NO BRASIL? // A ESCALA 6x1 VAI ACABAR? | PAUTA QUENTE // FIM DA ESCALA 6x1: Any Ortiz explica sua posição sobre PEC | Timeline // ESPOSA DE DEYVERSON OPINA SOBRE ESCALA 6X1: ‘SERÁ QUE A CULPA É DO SEU CHEFE?’ // ESCALA 6X1 Saiba o que já está em vigor! // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // PEC do fim da escala 6x1: Manifestações de apoio devem acontecer em 6 capitais | O POVO NEWS // ESCALA 6X1: Impactos no CORPO e na MENTE | ANA BEATRIZ // JAMAIS TRABALHE NA ESCALA 6x1 // Feliciano sobre Escala 6x1: &quot;Nos EUA, todos trabalham até a exaustão pra ver prosperidade e riqueza&quot; // Fim da escala 6x1 | Entenda agora // O fim da Escala 6x1: Como essa mudança afeta Pequenos Empresários e Trabalhadores // FIM DA ESCALA 6X1 DEIXA EXTREMA DIRETA DESORIENTADA // Vereador eleito no Rio com proposta contra escala 6x1 celebra repercussão: ‘Sonhei com esse dia’ // PEC pelo fim da escala 6x1 atinge assinaturas e já pode tramitar no Congresso // CLEITINHO E JORGE SEIF DISCUTEM SOBRE ESCALA 6X1 NO SENADO // PÂNICO ANALISA NOVOS DETALHES SOBRE A POLÊMICA ESCALA 6X1 E DEBATE AO VIVO! // Pelo fim da escala 6x1 // Luana Piovani critica &#39;ricos de direita&#39; e defende fim da escala 6x1: &#39;Por que não tem compaixão?&#39; // DEPUTADOS QUE TRABALHAM 3X POR SEMANA ESTÃO CONTRA O FIM DA ESCALA 6x1 // BETTINA, A HERDEIRA VISIONÁRIA e a ESCALA 6x1 (completo) - Murilo Moraes no Show do React // ESCALA 6X1 e fim do concurso de CARREIRA! Concurso CLT agora! // PAULO KOGOS TENTA EXPLICAR PORQUE É A FAVOR DA ESCALA 6X1 | Galãs Feios // Se o fim da ESCALA 6x1 for aprovado a BOLSA acaba? É o fim? // Escala 6x1 - O Jovem quer SABER!!! // PEC do fim da escala 6x1 é uma farsa // Escala 6x1: eu sou contra! // ESCALA 6X1 NÃO É VIDA! PRECISAMOS FALAR SOBRE ISSO // Escala 6x1: A Escravidão dos Tempos Modernos! // ESCALA 6X1: A VERDADE QUE NINGÉM TE CONTA // POR QUE acabar com a JORNADA 6x1? Advogado comenta A PEC DO FIM DA ESCALA 6X1 // O FIM DA ESCALA 6X1 | NIKOLAS FERREIRA | // Escala 6x1 - o que não te contaram // O fim da escala 6x1 é uma oportunidade política única (e o governo tá vacilando) // O QUE NÃO TE CONTAM SOBRE O FIM DA ESCALA 6X1? // FIM DA ESCALA 6x1: por que esse tipo de trabalho tem que acabar? // Fiz uma comparação da escala 6X1 do trabalhador com a do político. // tem como fazer a ESCALA 6X1 ser MENOS PIOR? // Como SAIR da ESCALA 6X1 para sempre // tentando SER FELIZ mesmo na ESCALA 6X1! #curiosidades #trabalho // 5 RISCOS da ESCALA 6x1 | DANDO O FURO // TREZOITAO É A FAVOR DA ESCALA 6X1? // CEROL DAR SUA OPINIÃO SOBRE A ESCALA 6X1 // DESABAFO DA ESCALA 6X1 // ESCALA 6X1: COMO É TRABALHAR NO SUPERMERCADO // Noubari - escala 6x1 // Fim da escala 6x1 // Fim da escala 6x1 // A escala 6x1 vai continuar e não haverá mudanças // A verdade sobre CLT e a escala 6x1(as empresas não querem que você saiba disso) // 2 passos para TANKAR e SAIR da ESCALA 6x1 // RENAN FALANDO SOBRE A ESCALA 6X1 KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK // A Escala 6x1 não é sua Verdadeira Inimiga // Cleitinho confronta aliados e quer Fim da Escala 6x1- Nikolas Ferreira rebate críticas // Fim da escala 6x1 e o Deputado Marco Feliciano // Marco Feliciano é contra o fim da escala 6x1 // VOCÊ É CONTRA A ESCALA 6x1? 🤔 #shorts #short #escala6x1 #escala6x1não #6x1 #clt  #trabalho #viral // Estou revoltado! com essa escala 6x1 (O início de tudo) // TRABALHAR NA ESCALA 6X1 VAI ARRUINAR SUA VIDA? (1 DE 2) - REACT @mbcnate // É o fim da escala 6x1? // Escala 6x1 tem que acabar, os piores argumentos. // DESABAFO ESCALA 6X1: A REALIDADE DOS TRABALHADORES BRASILEIROS! | REACT. Luideverso // Fim da escala 6X1 // Escala 6x1 voce concorda? #6x1 #escala5x2 #clt #trabalho // Fim da escala 6x1! Trabalhadores unidos! // Escala 6x1 ESCRAVIDÃO moderna! (Jovem fuja disso) // FIM DA ESCALA 6X1 #6x1 #escala6x1 #clt // EU SAI DA ESCALA 6X1 (TROQUEI DE EMPREGO) // A escala 6x1 é desumana! - Pt 2 @paulovcoach #paulovieiracortes #clt #6x1 #escala6x1 #trabalho // ESCALA 6X1 É A ESCRAVIDÃO MODERNA DO SECULO XXI ?? [REACT] // Escala 6X1 #direito #escala6x1 #6x1 #bolsonaro #lula #direita #esquerda #trabalho #trabalhadores // FIM DA ESCALA 6x1 // Escala 6x1 part2 // A ESCALA 6x1 ESTÁ ACABANDO COM VOCÊ? // A escala 6x1 é o pior erro do bostil // Escala 6x1 // Cerol fala sobre a Escala 6x1 Deve ou não deve acabar ? #cerol #escala #6x1 #clt // Fim da escala 6x1 // ","transcriptions.txt","1470","410","13579","2024-11-18"
"ENTENDA A POLÊMICA SOBRE A PROPOSTA DO FIM DA ESCALA 6X1","MyNews","https://www.youtube.com/watch?v=P9xqctmdTFg","Principal","Entenda o que propõe a PEC do fim da escala 6x1 | CNN NOVO DIA // Fim da escala 6x1: projeto domina redes sociais e pressiona deputados | SBT Brasil (11/11/24) // Fim da escala 6x1: assinaturas necessárias protocolar PEC é atingida | SBT Brasil (13/11/24) // Proposta de fim da escala 6x1 de trabalho causa mobilização nas redes sociais // Pressão pelo fim da escala 6x1 faz número de deputados a favor crescerem // A escala 6x1 vai acabar? Por que o assunto ganhou os holofotes // FIM DA ESCALA 6X1 FUNCIONARIA NO BRASIL? // PEC da escala 6x1: Deputada Erika Hilton explica proposta em entrevista exclusiva | SBT News // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // Escala 6x1: PEC deve ter as assinaturas suficientes nesta semana, diz deputada Erika Hilton // FIM DA ESCALA 6x1 PODE DESTRUIR A ECONOMIA BRASILEIRA // Felipe Neto, Léo Picon, Luana Piovani, Popozuda e mais famosos se manifestam sobre fim da escala 6x1 // Escala 6x1 em Debate: Famosos como Leo Picon, Jade, Luana Piovani e Gil do Vigor opinam sobre a PEC // Jornal Acontece: Audiência Pública pelo fim da escala 6x1 // SOBRE O FIM DA ESCALA 6X1... O BURACO É MAIS EMBAIXO // Fim da escala 6x1 e o Deputado Marco Feliciano // ","transcriptions.txt","891","122","14994","2024-11-12"
"“Surpreendente projeto da escala 6x1 ter ganhado essa dimensão”, afirma Trindade","Jovem Pan  - 3 em 1","https://www.youtube.com/watch?v=sX6LNmMGeqw","Principal","","transcriptions.txt","28","9","1491","2024-11-15"
"Entrevista: Nikolas Ferreira e a escala 6x1","Brasil Paralelo","https://www.youtube.com/watch?v=VQkWRqlfUDU","Principal","Pressão pelo fim da escala 6x1 faz número de deputados a favor crescerem // Escala 6x1: debate sobre jornada de trabalho movimenta Congresso e redes sociais // PROJETO DE FIM DA ESCALA 6X1 É IMPULSIONADO PELAS REDES SOCIAIS E PRESSIONA CONGRESSO NACIONAL // Debate sobre escala 6X1 reorganizou a classe trabalhadora, diz autora da PEC | CNN 360º // FIM DA ESCALA 6X1 FUNCIONARIA NO BRASIL? // Fim da escala 6x1 virou tema &#39;incontornável&#39; no Congresso após pressão da sociedade, diz Boulos // Escala 6x1: Nikolas passa recibo e mostra debate da PEC como derrota do extremismo, diz  Sakamoto // Argumentos contra o fim da escala 6x1 repetem falas já usadas // Manifestações pelo fim da escala 6x1 são realizados em capitais | Primeiro Impacto (15/11/24) // Jussara Soares: PEC que determina fim da escala 6x1 pressiona direita e surpreende governo | CNN 360 // FIM DA ESCALA 6X1: ELES ESTÃO DESESPERADOS!!! // Escala 6x1: Centrão tenta derrubar ofensiva pelo fim do modelo com &#39;PEC do Ganho por Hora&#39; | Matais // Escala 6x1 // Escala 6x1 em discussão na Câmara: Como a esquerda vai desempregar ainda mais brasileiros. // Cleitinho confronta aliados e quer Fim da Escala 6x1- Nikolas Ferreira rebate críticas // ","transcriptions.txt","2976","334","30858","2024-11-21"
"MILIONÁRIO, IRMÃO DE JADE PICON, SE REVOLTA CONTRA O FIM DA ESCALA 6x1 | PLANTÃO","Meteoro Brasil","https://www.youtube.com/watch?v=nMlJY4JkEzw","Principal","Léo Picon defende escala 6x1 e internautas relembram oq ele fez com Brino, Tiago responde Petry // ","transcriptions.txt","6183","325","57623","2024-11-12"
"O POVO FALA: FIM DA ESCALA 6X1, QUAL A OPINIÃO DO TRABALHADOR?","Itatiaia","https://www.youtube.com/watch?v=TRSULBIClLA","Principal","Entenda o que propõe a PEC do fim da escala 6x1 | CNN NOVO DIA // Novidades sobre o fim da escala 6x1! // FIM DA ESCALA 6X1: ENTENDA COMO FUNCIONA O MODELO ATUAL E O QUE PODE MUDAR! // ninguém aguenta mais a ESCALA 6x1 // Redução da jornada de trabalho: PEC que acaba com a escala 6X1 está em debate // Escala 6x1: O Que Ninguém Te Conta Sobre Seus Direitos e o Que Pode Mudar em Breve! // Fim da escala 6x1? Veja o que pode mudar na jornada de trabalho // Como o fim da escala 6x1 pode impactar o mercado de trabalho // FIM DA ESCALA 6X1:  É POSSÍVEL DAR MAIS FOLGA PARA O TRABALHADOR?  | PALAVRA ABERTA // Erika Hilton espera ter apoio do governo para fim da escala 6x1 | LINHA DE FRENTE // A escala 6x1 vai acabar? Por que o assunto ganhou os holofotes // Único deputado do PL a apoiar PEC contra escala 6x1: &#39;Por ser da Erika Hilton, não vou analisar?&#39; // Especialista em Direito do Trabalho explica consequências do fim da escala 6x1 // NEGARAM O FIM DA ESCALA 6X1!!? #clt #meme #memes #engraçado // Redução da jornada de trabalho: PEC que acaba com a escala 6X1 está em debate // FIM DA ESCALA DE TRABALHO 6X1 &#39;IRIA ANULAR REFORMA TRABALHISTA&quot;, DIZ PRESIDENTE DO BANCO CENTRAL // ESSA É A VERDADE SOBRE O FIM DA ESCALA 6X1 // Escala 6x1: uma nova era de avaliação no trabalho ou risco à Justiça Trabalhista? // Fim da escala 6x1 resultará na troca de pessoas por máquinas, diz deputado do Novo // PEC da escala 6x1: Deputada Erika Hilton explica proposta em entrevista exclusiva | SBT News // ECONOMISTA CALCULA QUANTO O FIM DA ESCALA 6X1 PODE CUSTAR AOS EMPRESÁRIOS // PEC do fim da escala 6x1 atinge assinaturas necessárias para tramitar // Feliciano sobre Escala 6x1: &quot;Nos EUA, todos trabalham até a exaustão pra ver prosperidade e riqueza&quot; // Escala 6x1: PEC deve ter as assinaturas suficientes nesta semana, diz deputada Erika Hilton // Fim da escala 6x1: Entenda como funciona o modelo atual e o que PEC pode mudar // PEC da escala 6x1: Nikolas Ferreira diz que proposta é &quot;terrivelmente elaborado&quot; l O POVO NEWS // DEPUTADOS QUE TRABALHAM 3X POR SEMANA ESTÃO CONTRA O FIM DA ESCALA 6x1 // COMO O FIM DA ESCALA 6X1 PODE IMPACTAR EMPRESAS E TRABALHADORES? #FN // O FIM DA ESCALA 6X1 (ninguém quer trabalhar😢) // Se o fim da ESCALA 6x1 for aprovado a BOLSA acaba? É o fim? // PEC do fim da escala 6x1 é uma farsa // Senador Cleitinho (PL-MG) discursa em apoio a PEC do fim da escala 6x1 | O POVO NEWS // PEC do Fim da Escala 6x1: O Que Muda para os Trabalhadores? // FIM DA ESCALA 6x1: por que esse tipo de trabalho tem que acabar? // Escala 6x1 em Debate: Famosos como Leo Picon, Jade, Luana Piovani e Gil do Vigor opinam sobre a PEC // A escala 6x1 vai continuar e não haverá mudanças // 3 trabalhos para fugir da escala 6x1 #trabalho#work#escala#6x1 // Fim da escala 6x1 e o Deputado Marco Feliciano // Marco Feliciano é contra o fim da escala 6x1 // É o fim da escala 6x1? // Fim da escala 6x1! Trabalhadores unidos! // Fim da escala 6x1 // ","transcriptions.txt","791","630","24486","2024-11-11"
"SENADOR DE EXTREMA DIREITA É CONTRA ESCALA 6X1 E A FAVOR DOS TRABALHADORES | Galãs Feios","Galãs Feios","https://www.youtube.com/watch?v=Ko8rfdBMbn0","Principal","O Fim da Escala 6 X 1 // a TRUE por trás da escala 6x1 // A escala 6x1 vai acabar? Por que o assunto ganhou os holofotes // Desabafo REAL Sobre a Escala 6x1: Vale a Pena? // 🟡🔵 TRABALHO ESCALA 6x1. FEZ UM ESTRAGO NA MINHA VIDA // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // Alexandre Garcia: PEC que acaba com escala de trabalho 6x1 é burra // ESCALA 6X1: A VERDADE QUE NINGÉM TE CONTA // DESABAFO DA ESCALA 6X1 // ESCALA 6X1: COMO É TRABALHAR NO SUPERMERCADO // Cleitinho confronta aliados e quer Fim da Escala 6x1- Nikolas Ferreira rebate críticas // Escala 6x1 tem que acabar, os piores argumentos. // DESABAFO ESCALA 6X1: A REALIDADE DOS TRABALHADORES BRASILEIROS! | REACT. Luideverso // ","transcriptions.txt","3721","223","24114","2024-11-14"
